Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_ urination
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Chicken pox,itching,skin_rash,fatigue,lethargy
Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen
Fungal infection,itching,nodal_skin_eruptions,dischromic _patches,
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Drug Reaction,itching,skin_rash,burning_micturition,spotting_ urination
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Allergy,continuous_sneezing,chills,watering_from_eyes,
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,
Varicose veins,fatigue,cramps,bruising,obesity
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Tuberculosis,chills,vomiting,fatigue,weight_loss
Tuberculosis,chills,vomiting,fatigue,weight_loss
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,
Typhoid,chills,vomiting,fatigue,high_fever
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases
Jaundice,itching,vomiting,fatigue,weight_loss
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Allergy,shivering,chills,watering_from_eyes,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Jaundice,itching,fatigue,weight_loss,high_fever
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Hyperthyroidism,fatigue,weight_loss,restlessness,sweating
Drug Reaction,itching,skin_rash,burning_micturition,spotting_ urination
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Dengue,skin_rash,chills,joint_pain,fatigue
Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Pneumonia,chills,fatigue,cough,high_fever
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy
Typhoid,chills,vomiting,fatigue,high_fever
Malaria,chills,vomiting,high_fever,sweating
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Common Cold,continuous_sneezing,chills,fatigue,cough
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Chicken pox,itching,skin_rash,fatigue,lethargy
Heart attack,vomiting,sweating,chest_pain,
Malaria,chills,vomiting,high_fever,sweating
Typhoid,chills,vomiting,fatigue,high_fever
Tuberculosis,chills,vomiting,fatigue,weight_loss
Typhoid,chills,vomiting,fatigue,high_fever
Jaundice,itching,vomiting,fatigue,weight_loss
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Common Cold,continuous_sneezing,chills,fatigue,cough
Typhoid,chills,vomiting,fatigue,high_fever
Dengue,skin_rash,chills,joint_pain,vomiting
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Dengue,skin_rash,chills,joint_pain,vomiting
Urinary tract infection,burning_micturition,foul_smell_of urine,continuous_feel_of_urine,
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Chicken pox,itching,skin_rash,fatigue,lethargy
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Dengue,chills,joint_pain,vomiting,fatigue
Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Varicose veins,fatigue,cramps,obesity,swollen_legs
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Dengue,skin_rash,chills,joint_pain,vomiting
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Hypothyroidism,weight_gain,cold_hands_and_feets,mood_swings,lethargy
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Typhoid,chills,vomiting,fatigue,high_fever
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Hypertension ,headache,chest_pain,loss_of_balance,lack_of_concentration
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Migraine,acidity,indigestion,headache,excessive_hunger
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Chicken pox,itching,skin_rash,fatigue,lethargy
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Malaria,chills,vomiting,high_fever,sweating
Pneumonia,chills,fatigue,cough,breathlessness
Dimorphic hemmorhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,
Hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,lethargy
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hepatitis E,vomiting,fatigue,high_fever,yellowish_skin
GERD,stomach_pain,acidity,vomiting,cough
Allergy,continuous_sneezing,chills,watering_from_eyes,
Allergy,continuous_sneezing,shivering,watering_from_eyes,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Pneumonia,chills,fatigue,high_fever,breathlessness
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Gastroenteritis,sunken_eyes,dehydration,diarrhoea,
Tuberculosis,chills,vomiting,fatigue,weight_loss
Varicose veins,fatigue,cramps,bruising,obesity
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Peptic ulcer diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases
Hepatitis C,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,
Hepatitis E,joint_pain,fatigue,high_fever,yellowish_skin
Pneumonia,chills,fatigue,cough,high_fever
Typhoid,chills,vomiting,fatigue,high_fever
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Pneumonia,chills,fatigue,cough,high_fever
Hepatitis E,vomiting,fatigue,high_fever,yellowish_skin
Tuberculosis,vomiting,fatigue,weight_loss,cough
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Hepatitis E,joint_pain,vomiting,high_fever,yellowish_skin
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Chicken pox,itching,skin_rash,fatigue,lethargy
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Common Cold,continuous_sneezing,chills,fatigue,cough
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Pneumonia,chills,fatigue,high_fever,breathlessness
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Drug Reaction,itching,skin_rash,stomach_pain,spotting_ urination
Typhoid,chills,vomiting,fatigue,high_fever
Dengue,skin_rash,chills,joint_pain,vomiting
Pneumonia,chills,fatigue,cough,high_fever
Acne,pus_filled_pimples,blackheads,scurring,
Migraine,indigestion,headache,blurred_and_distorted_vision,excessive_hunger
Migraine,acidity,headache,blurred_and_distorted_vision,excessive_hunger
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Malaria,chills,vomiting,high_fever,sweating
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Pneumonia,chills,fatigue,cough,high_fever
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Alcoholic hepatitis,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Chicken pox,itching,skin_rash,fatigue,lethargy
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Urinary tract infection,burning_micturition,foul_smell_of urine,continuous_feel_of_urine,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Jaundice,vomiting,fatigue,weight_loss,high_fever
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Heart attack,vomiting,breathlessness,sweating,chest_pain
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Malaria,chills,vomiting,high_fever,sweating
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance
Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Typhoid,chills,vomiting,fatigue,high_fever
Fungal infection,itching,skin_rash,nodal_skin_eruptions,
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Pneumonia,chills,fatigue,cough,high_fever
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Common Cold,continuous_sneezing,chills,fatigue,cough
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Diabetes ,fatigue,weight_loss,restlessness,lethargy
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Typhoid,chills,vomiting,fatigue,high_fever
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Allergy,continuous_sneezing,shivering,chills,
Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Hypertension ,headache,chest_pain,dizziness,lack_of_concentration
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Chicken pox,itching,skin_rash,fatigue,lethargy
Varicose veins,fatigue,cramps,bruising,obesity
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Bronchial Asthma,cough,high_fever,breathlessness,family_history
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Common Cold,continuous_sneezing,chills,fatigue,cough
Malaria,chills,vomiting,high_fever,sweating
Varicose veins,fatigue,cramps,bruising,swollen_legs
Varicose veins,fatigue,cramps,bruising,obesity
Heart attack,breathlessness,sweating,chest_pain,
Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Dengue,skin_rash,chills,joint_pain,vomiting
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Malaria,chills,vomiting,high_fever,sweating
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
AIDS,muscle_wasting,high_fever,extra_marital_contacts,
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Alcoholic hepatitis,vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen
Impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
